Departamento;Provincia;Distrito;Latitud;Longitud
AMAZONAS;RODRIGUEZ DE MENDOZA;COCHAMAL;-6.38622244082;-77.6654494122
AMAZONAS;CHACHAPOYAS;SAN FRANCISCO DE DAGUAS;-6.23223587658;-77.7335752485
AMAZONAS;LUYA;CAMPORREDONDO;-6.17779804066;-78.3344798942
AMAZONAS;LUYA;LONYA CHICO;-6.20742904986;-78.0123971033
AMAZONAS;LUYA;LUYA;-6.17183769053;-77.981194173
PASCO;PASCO;HUAYLLAY;-10.9519752823;-76.4254456966
PASCO;PASCO;TINYAHUARCO;-10.7605473712;-76.248390568
PASCO;PASCO;SIMON BOLIVAR;-10.7265230519;-76.4167994352
PASCO;PASCO;TICLACAYAN;-10.5537099545;-76.0338349435
PASCO;PASCO;HUARIACA;-10.4517724323;-76.1541120859
PASCO;DANIEL ALCIDES CARRION;SAN PEDRO DE PILLAO;-10.416197884;-76.5359209038
SAN MARTIN;TOCACHE;NUEVO PROGRESO;-8.52564280796;-76.2125363105
SAN MARTIN;TOCACHE;POLVORA;-8.0156539505;-76.7989804789
SAN MARTIN;MARISCAL CACERES;PAJARILLO;-7.31517248842;-76.6354709767
SAN MARTIN;MARISCAL CACERES;JUANJUI;-7.24481666265;-76.7680044827
SAN MARTIN;BELLAVISTA;BAJO BIAVO;-7.18416758424;-76.341377986
SAN MARTIN;HUALLAGA;SACANCHE;-7.08954699921;-76.7628091542
SAN MARTIN;PICOTA;SAN HILARION;-6.93949231475;-76.4868452871
SAN MARTIN;PICOTA;SHAMBOYACU;-7.05176863055;-76.0945592856
SAN MARTIN;PICOTA;TINGO DE PONASA;-6.97034379704;-76.2121145276
SAN MARTIN;PICOTA;PICOTA;-6.96450203763;-76.3315754019
CAJAMARCA;SAN MARCOS;CHANCAY;-7.4094388201;-78.1173081087
CAJAMARCA;CAJAMARCA;LLACANORA;-7.18959858595;-78.4118423526
CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;-7.09012326878;-78.4559730242
CAJAMARCA;CAJAMARCA;MAGDALENA;-7.2247260288;-78.6223855657
APURIMAC;AYMARAES;LUCRE;-13.9158770523;-73.2454539464
APURIMAC;AYMARAES;CHAPIMARCA;-14.0078060221;-73.0867755793
APURIMAC;AYMARAES;COLCABAMBA;-13.9769337436;-73.2582588565
APURIMAC;AYMARAES;COTARUSE;-14.5889200264;-73.2951750482
APURIMAC;COTABAMBAS;HAQUIRA;-14.2771699823;-72.2305867589
APURIMAC;GRAU;MAMARA;-14.2120169023;-72.5667955546
APURIMAC;AYMARAES;SORAYA;-14.1707512154;-73.284007039
APURIMAC;COTABAMBAS;CHALLHUAHUACHO;-14.1714371666;-72.3104131334
APURIMAC;AYMARAES;TAPAIRIHUA;-14.1056199516;-73.1179367355
APURIMAC;COTABAMBAS;MARA;-14.0451412755;-72.1153708663
APURIMAC;AYMARAES;JUSTO APU SAHUARAURA;-14.1304393041;-73.1978175752
APURIMAC;ANDAHUAYLAS;CHIARA;-13.8798450624;-73.6155651628
APURIMAC;COTABAMBAS;COYLLURQUI;-13.918969775;-72.3952604984
APURIMAC;ABANCAY;LAMBRAMA;-13.8040203969;-72.7881337059
APURIMAC;ANDAHUAYLAS;TURPO;-13.7905942924;-73.4722045934
APURIMAC;ANDAHUAYLAS;SAN ANTONIO DE CACHI;-13.7894812733;-73.6575828835
CAJAMARCA;CAJAMARCA;NAMORA;-7.18436416536;-78.284075807
CAJAMARCA;CAJAMARCA;SAN JUAN;-7.27390940981;-78.4819788238
CAJAMARCA;CAJABAMBA;CAJABAMBA;-7.6314506476;-78.0321466487
CAJAMARCA;CELENDIN;UTCO;-6.88132432414;-78.0576104037
CAJAMARCA;SAN MIGUEL;SAN MIGUEL;-7.0774878173;-78.9223645406
CAJAMARCA;SAN MIGUEL;CALQUIS;-6.91373777553;-78.9531135022
CAJAMARCA;SAN MIGUEL;SAN SILVESTRE DE COCHAN;-6.93143522302;-78.7252698746
CAJAMARCA;SAN PABLO;SAN BERNARDINO;-7.17498114303;-78.7856570441
LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;-8.1393501322;-79.0458228276
LA LIBERTAD;BOLIVAR;BOLIVAR;-7.26463580741;-77.7339112042
LA LIBERTAD;OTUZCO;AGALLPAMPA;-7.94554980835;-78.4640045582
LA LIBERTAD;OTUZCO;LA CUESTA;-7.90847406057;-78.6849842169
LA LIBERTAD;GRAN CHIMU;LUCMA;-7.62998054084;-78.5765820035
LA LIBERTAD;SANTIAGO DE CHUCO;ANGASMARCA;-8.14569650042;-78.0326567997
LA LIBERTAD;SANTIAGO DE CHUCO;SITABAMBA;-8.0262818098;-77.8004602268
AMAZONAS;LUYA;LUYA VIEJO;-6.11248856412;-78.1167910998
AMAZONAS;CHACHAPOYAS;OLLEROS;-6.00841344466;-77.6709843294
AMAZONAS;BONGARA;RECTA;-5.93922111946;-77.7753586409
AMAZONAS;BONGARA;CHISQUILLA;-5.89484726771;-77.7257950125
AMAZONAS;BAGUA;BAGUA;-5.58091273601;-78.5209827359
AMAZONAS;BAGUA;IMAZA;-4.9913404276;-78.3895873417
AMAZONAS;CONDORCANQUI;RIO SANTIAGO;-3.81344973198;-77.8881145415
LORETO;REQUENA;CAPELO;-5.36637331851;-74.1269200093
LORETO;REQUENA;SAQUENA;-4.79793879034;-73.4051006497
LORETO;UCAYALI;SARAYACU;-6.39059764497;-75.1859081907
LORETO;DATEM DEL MARAÑON;BARRANCA;-5.02111581662;-77.1108142459
SAN MARTIN;EL DORADO;SANTA ROSA;-6.70534564878;-76.5992185162
SAN MARTIN;PICOTA;BUENOS AIRES;-6.73971460262;-76.3970297864
SAN MARTIN;SAN MARTIN;ALBERTO LEVEAU;-6.68366694527;-76.2601213302
SAN MARTIN;EL DORADO;AGUA BLANCA;-6.72417364417;-76.7056692065
SAN MARTIN;LAMAS;ZAPATERO;-6.55012078051;-76.5306833964
SAN MARTIN;EL DORADO;SHATOJA;-6.52384560405;-76.6990621772
SAN MARTIN;LAMAS;CUÑ‘UMBUQUI;-6.6156535102;-76.4683664175
SAN MARTIN;SAN MARTIN;CHAZUTA;-6.61796728524;-75.9894908245
SAN MARTIN;HUALLAGA;ALTO SAPOSOA;-6.60186149919;-76.9631153084
SAN MARTIN;SAN MARTIN;CACATACHI;-6.46781171215;-76.4384114549
SAN MARTIN;SAN MARTIN;HUIMBAYOC;-6.63863333492;-75.7136255556
SAN MARTIN;LAMAS;CAYNARACHI;-6.19532658461;-76.3342373769
SAN MARTIN;LAMAS;BARRANQUITA;-6.30627544181;-76.0487086335
SAN MARTIN;SAN MARTIN;EL PORVENIR;-6.24499797609;-75.8647660843
SAN MARTIN;RIOJA;YORONGOS;-6.17529926485;-77.161718615
SAN MARTIN;MOYOBAMBA;JEPELACIO;-6.17353651737;-76.9218024619
SAN MARTIN;MOYOBAMBA;CALZADA;-6.01453946653;-77.0957553964
SAN MARTIN;RIOJA;SAN FERNANDO;-5.85896776826;-77.2748920029
CAJAMARCA;JAEN;PUCARA;-6.03999056091;-79.1236585791
CAJAMARCA;CUTERVO;CUJILLO;-6.11675209887;-78.5588565763
LIMA;HUAROCHIRI;LAHUAYTAMBO;-12.0932826824;-76.3918799526
LIMA;HUAROCHIRI;RICARDO PALMA;-11.9378192413;-76.6229148097
LIMA;HUAROCHIRI;SAN MATEO DE OTAO;-11.8405937705;-76.5304316715
LIMA;HUAROCHIRI;SANGALLAYA;-12.2191484953;-76.2627067143
LIMA;HUAROCHIRI;SANTIAGO DE ANCHUCAYA;-12.031918149;-76.199604829
LIMA;HUAROCHIRI;SANTO DOMINGO DE LOS OLLEROS;-12.2613195891;-76.5362049234
LIMA;YAUYOS;CATAHUASI;-12.74278402;-75.8820025816
LIMA;YAUYOS;CHOCOS;-12.9223864219;-75.9240578357
LIMA;YAUYOS;HUANGASCAR;-12.9415582986;-75.821849626
LIMA;YAUYOS;LINCHA;-12.8109440553;-75.6306915404
LIMA;YAUYOS;PUTINZA;-12.6665124898;-75.9227621959
LIMA;CANTA;CANTA;-11.4753065958;-76.5822973244
LIMA;CAÑETE;CALANGO;-12.487066049;-76.4546171525
LIMA;CAÑETE;CERRO AZUL;-12.9659036472;-76.4647131909
LIMA;CAÑETE;COAYLLO;-12.6587176209;-76.406722529
LIMA;CAÑETE;NUEVO IMPERIAL;-12.9604959457;-76.2585762873
LIMA;CAÑETE;SAN ANTONIO;-12.6131660134;-76.6741821247
LIMA;CAÑETE;SAN LUIS;-13.0519940414;-76.4237180392
LIMA;HUARAL;ATAVILLOS ALTO;-11.2774971786;-76.5951710371
LIMA;HUARAL;AUCALLAMA;-11.5177450119;-77.0499502376
CAJAMARCA;SANTA CRUZ;YAUYUCAN;-6.6828598723;-78.8494399313
CAJAMARCA;JAEN;SANTA ROSA;-5.42773454301;-78.6008461888
LAMBAYEQUE;CHICLAYO;CHICLAYO;-6.78283683141;-79.8258256326
LAMBAYEQUE;CHICLAYO;CHONGOYAPE;-6.62686237846;-79.4645633568
LAMBAYEQUE;CHICLAYO;OYOTUN;-6.77963847331;-79.2768493053
LAMBAYEQUE;CHICLAYO;TUMAN;-6.77373246232;-79.6944505306
LAMBAYEQUE;FERREÑAFE;PITIPO;-6.48622839273;-79.6347601523
LAMBAYEQUE;LAMBAYEQUE;JAYANCA;-6.33418180344;-79.8082833519
LAMBAYEQUE;LAMBAYEQUE;MOTUPE;-6.16904653707;-79.7078755167
LAMBAYEQUE;LAMBAYEQUE;OLMOS;-6.04759907501;-80.0715657814
LAMBAYEQUE;LAMBAYEQUE;ILLIMO;-6.46959437833;-79.8533669474
LAMBAYEQUE;LAMBAYEQUE;PACORA;-6.43408352031;-79.8799227169
LAMBAYEQUE;LAMBAYEQUE;SALAS;-6.15088730377;-79.5379484503
PIURA;SULLANA;MARCAVELICA;-4.53705144763;-80.7849327198
PIURA;PAITA;AMOTAPE;-4.83553478729;-81.0067648824
PIURA;SECHURA;BERNAL;-5.45775132257;-80.7020029329
PIURA;PIURA;EL TALLAN;-5.44129407397;-80.6113698397
PIURA;HUANCABAMBA;CANCHAQUE;-5.31206763234;-79.6258326484
PIURA;HUANCABAMBA;SONDORILLO;-5.39791477638;-79.4602337788
PIURA;PIURA;CURA MORI;-5.35759047326;-80.5860497939
PIURA;HUANCABAMBA;SONDOR;-5.40352153514;-79.3624111179
PIURA;PIURA;LA UNION;-5.33287313169;-80.8679975416
ICA;PISCO;SAN ANDRES;-13.8043260135;-76.1067640416
ICA;PISCO;SAN CLEMENTE;-13.6421160517;-76.143986748
ICA;PISCO;TUPAC AMARU INCA;-13.7261716663;-76.1103351883
TACNA;TACNA;TACNA;-18.1129713482;-70.1686203468
TACNA;TACNA;CALANA;-17.9542171908;-70.1462231258
TACNA;JORGE BASADRE;LOCUMBA;-17.6042296966;-70.7330559166
MOQUEGUA;GENERAL SANCHEZ CERRO;COALAQUE;-16.5758064714;-71.0460888167
MOQUEGUA;GENERAL SANCHEZ CERRO;LA CAPILLA;-16.8259850314;-71.2938706203
MOQUEGUA;GENERAL SANCHEZ CERRO;LLOQUE;-16.3035765087;-70.6272478006
MOQUEGUA;GENERAL SANCHEZ CERRO;PUQUINA;-16.6282949232;-71.1572683382
MOQUEGUA;GENERAL SANCHEZ CERRO;QUINISTAQUILLAS;-16.7042052871;-70.8798240106
TACNA;TACNA;PACHIA;-17.7848033844;-70.0235939629
TACNA;TACNA;PALCA;-17.6569374946;-69.7640307241
TACNA;TACNA;POCOLLAY;-18.0077242115;-70.0741386827
TACNA;CANDARAVE;CAMILACA;-17.165068685;-70.4327437104
TACNA;TARATA;TARUCACHI;-17.5018815327;-69.9580478867
TACNA;TACNA;CIUDAD NUEVA;-17.8578365426;-70.1903379896
LA LIBERTAD;JULCAN;JULCAN;-8.07476764711;-78.4619619835
LA LIBERTAD;ASCOPE;SANTIAGO DE CAO;-7.92475331239;-79.2177400201
LA LIBERTAD;OTUZCO;USQUIL;-7.80063520377;-78.3616459122
LA LIBERTAD;PACASMAYO;GUADALUPE;-7.2881373395;-79.487884406
LA LIBERTAD;VIRU;GUADALUPITO;-8.801723956;-78.6497468049
LA LIBERTAD;SANCHEZ CARRION;CHUGAY;-7.82233354626;-77.7980907435
LA LIBERTAD;SANCHEZ CARRION;CURGOS;-7.84774121564;-77.9534956797
LA LIBERTAD;SANCHEZ CARRION;SANAGORAN;-7.79264708165;-78.1756389128
UCAYALI;ATALAYA;YURUA;-9.82975945475;-72.6985747382
CAJAMARCA;SAN MARCOS;GREGORIO PITA;-7.2220739621;-78.1612444842
CAJAMARCA;SAN MARCOS;JOSE MANUEL QUIROZ;-7.35601693684;-78.0209710547
CAJAMARCA;CAJAMARCA;ASUNCION;-7.3382329129;-78.5271861115
CAJAMARCA;CAJABAMBA;CACHACHI;-7.56770186683;-78.2533285254
CAJAMARCA;CAJABAMBA;CONDEBAMBA;-7.5301245515;-78.0911377252
CAJAMARCA;CAJABAMBA;SITACOCHA;-7.4743924998;-77.9063269576
JUNIN;YAULI;SUITUCANCHA;-11.8333174196;-75.9781833361
JUNIN;JAUJA;MASMA;-11.7808253418;-75.422018756
AREQUIPA;LA UNION;TAURIA;-15.4042082082;-73.1726464682
AREQUIPA;CARAVELI;JAQUI;-15.4491015617;-74.3981647291
PIURA;PIURA;TAMBO GRANDE;-4.91945260954;-80.330951856
PUNO;YUNGUYO;YUNGUYO;-16.2828061505;-69.0901932276
PUNO;YUNGUYO;TINICACHI;-16.1979688312;-68.9715154792
PUNO;PUNO;ACORA;-16.2873250105;-69.9084522632
CUSCO;ESPINAR;PICHIGUA;-14.6793411324;-71.3437551617
CUSCO;ESPINAR;SUYCKUTAMBO;-15.0011514976;-71.658226869
AYACUCHO;LA MAR;TAMBO;-12.9122955128;-74.0230995984
AYACUCHO;HUANTA;SANTILLANA;-12.6711995573;-74.2420109347
AYACUCHO;LA MAR;AYNA;-12.7284683251;-73.8908908883
AYACUCHO;HUANTA;CANAYRE;-12.3406200401;-74.1021148061
CUSCO;QUISPICANCHI;CCARHUAYO;-13.5369810301;-71.3439938855
CUSCO;QUISPICANCHI;CAMANTI;-13.3423089239;-70.7489180717
HUANCAVELICA;TAYACAJA;SURCUBAMBA;-12.1507253061;-74.6523758733
HUANCAVELICA;HUAYTARA;SAN ANTONIO DE CUSICANCHA;-13.465418413;-75.2376821942
HUANCAVELICA;CASTROVIRREYNA;COCAS;-13.274170564;-75.3630878906
APURIMAC;GRAU;PROGRESO;-14.0986837754;-72.4470150609
LORETO;ALTO AMAZONAS;LAGUNAS;-4.62833596881;-75.9760563682
LORETO;ALTO AMAZONAS;SANTA CRUZ;-5.65827722338;-75.7490051696
LORETO;LORETO;NAUTA;-4.44271761017;-74.1142036928
LORETO;LORETO;TIGRE;-2.94373100402;-75.264851828
TACNA;TARATA;HEROES ALBARRACIN;-17.4994092708;-70.2145383731
LA LIBERTAD;CHEPEN;PACANGA;-7.07965485283;-79.4476295332
ANCASH;SANTA;NEPEÑ‘A;-9.14149277601;-78.3031918642
ANCASH;SANTA;SAMANCO;-9.27947030479;-78.4424530351
LA LIBERTAD;TRUJILLO;LA ESPERANZA;-8.06341096145;-79.0559436318
APURIMAC;ANDAHUAYLAS;SAN JERONIMO;-13.7166324857;-73.2740550895
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;-13.7683778251;-73.3879123994
CUSCO;CUSCO;SANTIAGO;-13.5731045935;-71.9785576552
ANCASH;CASMA;YAUTAN;-9.50589951487;-78.0203063568
JUNIN;CONCEPCION;ANDAMARCA;-11.6963534657;-74.8571869465
JUNIN;JAUJA;ACOLLA;-11.6626625244;-75.5675652991
MADRE DE DIOS;TAMBOPATA;INAMBARI;-12.9767443442;-69.938844847
MADRE DE DIOS;MANU;HUEPETUHE;-13.0031462504;-70.6520775912
MADRE DE DIOS;MANU;MANU;-12.3620032641;-71.5183667856
MADRE DE DIOS;MANU;MADRE DE DIOS;-12.6295418097;-70.675352468
LIMA;LIMA;SANTA MARIA DEL MAR;-12.4087115867;-76.7673087796
LIMA;CAÑETE;ASIA;-12.7967282892;-76.5112380802
HUANCAVELICA;HUAYTARA;SANTIAGO DE CHOCORVOS;-13.8133867212;-75.2149406233
AREQUIPA;CAYLLOMA;YANQUE;-15.7900972423;-71.4553234369
AREQUIPA;CONDESUYOS;IRAY;-15.9126432892;-72.6005994779
PIURA;MORROPON;SANTO DOMINGO;-5.0531475423;-79.9106807866
PASCO;OXAPAMPA;PUERTO BERMUDEZ;-10.4140280869;-74.6367329439
PASCO;OXAPAMPA;CONSTITUCION;-9.82583819324;-74.7846259195
LA LIBERTAD;SANTIAGO DE CHUCO;MOLLEPATA;-8.14262756027;-77.9420484787
LIMA;LIMA;SAN BARTOLO;-12.3693818905;-76.7241442608
LIMA;HUAURA;HUACHO;-11.2716606505;-77.4927678336
LIMA;HUAURA;CALETA DE CARQUIN;-11.0879808502;-77.6200225143
LIMA;HUAURA;SANTA MARIA;-11.1161350227;-77.4732727898
LIMA;CANTA;LACHAQUI;-11.5556346957;-76.6115961025
LA LIBERTAD;PATAZ;ONGON;-8.20580726939;-77.0924642893
LA LIBERTAD;PATAZ;PATAZ;-7.73245254081;-77.5895450001
AMAZONAS;UTCUBAMBA;JAMALCA;-5.95246281961;-78.2349579517
AREQUIPA;CARAVELI;QUICACHA;-15.5673608454;-73.7303800159
AREQUIPA;CASTILLA;AYO;-15.6409572109;-72.2850889018
AREQUIPA;CASTILLA;CHACHAS;-15.1821384744;-72.1161918751
AREQUIPA;CASTILLA;CHILCAYMARCA;-15.3506205276;-72.385275545
JUNIN;SATIPO;MAZAMARI;-11.4938966265;-74.2411399634
CAJAMARCA;SAN MIGUEL;EL PRADO;-7.03804176283;-79.0033169689
CAJAMARCA;SAN MIGUEL;NIEPOS;-6.9267153943;-79.1314315422
LAMBAYEQUE;CHICLAYO;LA VICTORIA;-6.82375627951;-79.8611471889
LAMBAYEQUE;CHICLAYO;SAÑ‘A;-6.88714215924;-79.6379965943
LIMA;OYON;ANDAJES;-10.7776031546;-76.9271501653
LIMA;OYON;NAVAN;-10.8571667568;-77.0466439971
ANCASH;BOLOGNESI;ANTONIO RAYMONDI;-10.2032437486;-77.4998683094
ANCASH;BOLOGNESI;LA PRIMAVERA;-10.3018661213;-77.1062888668
ANCASH;BOLOGNESI;PACLLON;-10.2389241417;-77.0034119283
ANCASH;BOLOGNESI;SAN MIGUEL DE CORPANQUI;-10.291529226;-77.2098536041
ANCASH;CORONGO;ACO;-8.50803281313;-77.8834851725
AREQUIPA;CASTILLA;UÑON;-15.7570886661;-72.3831463038
AREQUIPA;CAYLLOMA;HUANCA;-16.0064310514;-71.8279663222
AREQUIPA;CAYLLOMA;ICHUPAMPA;-15.5861916615;-71.7053082813
AREQUIPA;ISLAY;MEJIA;-17.0357349357;-71.878635287
AREQUIPA;LA UNION;ALCA;-15.1674845618;-72.7118670538
AREQUIPA;LA UNION;CHARCANA;-15.2108698297;-73.0487833429
AREQUIPA;LA UNION;HUAYNACOTAS;-14.8749618619;-72.7614806463
AREQUIPA;LA UNION;PAMPAMARCA;-14.9895726042;-72.9302205529
AREQUIPA;LA UNION;PUYCA;-14.938960291;-72.5471817606
AREQUIPA;CAYLLOMA;CALLALLI;-15.521168422;-71.2484257961
AREQUIPA;AREQUIPA;SANTA RITA DE SIGUAS;-16.522827373;-72.1441211402
AREQUIPA;AREQUIPA;TIABAYA;-16.46345039;-71.5989876399
AREQUIPA;AREQUIPA;UCHUMAYO;-16.4609305368;-71.6905392643
AREQUIPA;AREQUIPA;YARABAMBA;-16.6135207969;-71.5498749868
AREQUIPA;AREQUIPA;YURA;-16.1309425275;-71.6063453715
AREQUIPA;CAMANA;QUILCA;-16.7007721947;-72.3519148668
AREQUIPA;CAMANA;SAMUEL PASTOR;-16.6013389241;-72.6524477123
AREQUIPA;AREQUIPA;CERRO COLORADO;-16.3044668084;-71.5765987972
AREQUIPA;AREQUIPA;MOLLEBAYA;-16.504079477;-71.4738453938
AREQUIPA;AREQUIPA;SABANDIA;-16.4482624525;-71.4602312179
AREQUIPA;AREQUIPA;SAN JUAN DE SIGUAS;-16.4050588654;-72.1634222578
AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;-16.3309616337;-71.4858577147
AREQUIPA;AREQUIPA;JACOBO HUNTER;-16.4587024437;-71.5626129326
AREQUIPA;AREQUIPA;YANAHUARA;-16.394744811;-71.5504057829
APURIMAC;ABANCAY;SAN PEDRO DE CACHORA;-13.4888456903;-72.8140025603
APURIMAC;ABANCAY;HUANIPACA;-13.4760915864;-72.9752900614
APURIMAC;ANDAHUAYLAS;TALAVERA;-13.6275050761;-73.4530283229
APURIMAC;CHINCHEROS;ANCO_HUALLO;-13.5442998268;-73.6692713985
PIURA;MORROPON;BUENOS AIRES;-5.26448516576;-79.9250473328
PIURA;HUANCABAMBA;LALAQUIZ;-5.17202312492;-79.6648825663
PIURA;MORROPON;MORROPON;-5.15272124881;-79.9983924445
PIURA;MORROPON;YAMANGO;-5.1565129803;-79.769535452
PIURA;MORROPON;CHULUCANAS;-5.12169600848;-80.1944091858
PIURA;PIURA;CASTILLA;-5.13095183261;-80.5151818243
PIURA;PAITA;PAITA;-5.16720016712;-81.0554208192
PIURA;AYABACA;SAPILLICA;-4.78361672168;-79.9892945308
PIURA;SULLANA;QUERECOTILLO;-4.72609173479;-80.604267508
PIURA;AYABACA;JILILI;-4.53182024478;-79.831694943
PIURA;AYABACA;SICCHEZ;-4.573016962;-79.7775026481
PIURA;TALARA;EL ALTO;-4.29150873186;-81.0801505268
PIURA;PIURA;VEINTISEIS DE OCTUBRE;-5.16138475781;-80.6965420141
CUSCO;LA CONVENCION;VILLA KINTIARINA;-12.9094027307;-73.4779305856
HUANCAVELICA;TAYACAJA;ROBLE;-12.2359226038;-74.4578173305
JUNIN;SATIPO;VIZCATAN DEL ENE;-12.2023402195;-74.186567944
HUANCAVELICA;TAYACAJA;PICHOS;-12.1815832042;-74.9332818956
HUANUCO;LEONCIO PRADO;PUCAYACU;-8.56475989458;-76.0647641906
HUANUCO;MARAÑON;LA MORADA;-8.88044017119;-76.3634448496
AYACUCHO;LA MAR;CHUNGUI;-13.2300068431;-73.5704051164
HUANCAVELICA;TAYACAJA;SANTIAGO DE TUCUMA;-12.3175709826;-74.8869536729
HUANUCO;LEONCIO PRADO;SANTO DOMINGO DE ANDA;-8.98489679417;-75.9829686237
HUANUCO;LEONCIO PRADO;HERMILIO VALDIZAN;-9.13939647663;-75.8754019548
AREQUIPA;CAYLLOMA;SAN ANTONIO DE CHUCA;-15.8309182493;-71.0974879615
PUNO;CHUCUITO;KELLUYO;-16.7216020294;-69.2480154437
PUNO;CHUCUITO;DESAGUADERO;-16.6201516426;-69.080280321
PUNO;YUNGUYO;COPANI;-16.3713327492;-69.0730606944
PUNO;YUNGUYO;UNICACHI;-16.2246152065;-68.9654273344
PUNO;YUNGUYO;OLLARAYA;-16.2359269856;-68.9969556439
PUNO;MOHO;HUAYRAPATA;-15.2760923938;-69.295634898
PUNO;PUNO;TIQUILLACA;-15.9236809584;-70.2714316331
PUNO;PUNO;ATUNCOLLA;-15.678457107;-70.1570530429
PUNO;SAN ROMAN;CABANA;-15.6428810396;-70.2798287142
PUNO;PUNO;COATA;-15.5615467828;-69.9237547185
PUNO;PUNO;CAPACHICA;-15.6404258384;-69.824473719
PUNO;MOHO;CONIMA;-15.4493046995;-69.4120435564
PUNO;MOHO;MOHO;-15.3508017986;-69.4476079779
PUNO;HUANCANE;ROSASPATA;-15.2095105228;-69.4874290289
PUNO;HUANCANE;HUANCANE;-15.1832084084;-69.8090212315
PUNO;LAMPA;NICASIO;-15.2183559674;-70.2912183513
PUNO;LAMPA;PALCA;-15.2993211336;-70.6093869941
PUNO;LAMPA;VILAVILA;-15.1749602982;-70.6503483135
PUNO;SAN ANTONIO DE PUTINA;PEDRO VILCA APAZA;-15.0183872601;-69.9142547666
PUNO;HUANCANE;COJATA;-15.0081757839;-69.3931766575
PUNO;MELGAR;LLALLI;-14.9874655926;-70.9270808758
PUNO;AZANGARO;TIRAPATA;-14.9223738796;-70.383779598
PUNO;SAN ANTONIO DE PUTINA;PUTINA;-14.7091689826;-69.8344865325
PUNO;AZANGARO;AZANGARO;-14.880957465;-70.1492220434
PUNO;AZANGARO;ASILLO;-14.7408064642;-70.3538221253
PUNO;MELGAR;MACARI;-14.711421394;-70.9321805843
PUNO;SAN ANTONIO DE PUTINA;ANANEA;-14.6924864998;-69.5049866843
PUNO;AZANGARO;SAN ANTON;-14.5226211907;-70.2566966143
PUNO;AZANGARO;SAN JOSE;-14.6911550235;-70.1786618256
PUNO;SANDIA;CUYOCUYO;-14.5238140748;-69.5576680055
PUNO;SAN ANTONIO DE PUTINA;SINA;-14.511449346;-69.240029523
PUNO;SANDIA;YANAHUAYA;-14.3311418177;-69.1270554713
PUNO;SANDIA;SAN JUAN DEL ORO;-14.1939651607;-69.1004550262
PUNO;SANDIA;PHARA;-14.0678728626;-69.5850456844
PUNO;CARABAYA;MACUSANI;-14.056176607;-70.4701527827
PUNO;CARABAYA;CORANI;-13.9236343622;-70.7051543957
PUNO;CARABAYA;ITUATA;-13.829641524;-70.1160944731
AREQUIPA;CAYLLOMA;SIBAYO;-15.3617648919;-71.5459516885
AREQUIPA;CAYLLOMA;TISCO;-15.2126999111;-71.3922655803
ANCASH;POMABAMBA;HUAYLLAN;-8.88971699109;-77.4662786742
HUANUCO;HUAMALIES;LLATA;-9.61397583259;-76.9032702213
HUANUCO;HUAMALIES;CHAVIN DE PARIARCA;-9.43721151329;-76.7550439021
HUANUCO;LEONCIO PRADO;LUYANDO;-9.24065626312;-75.9532252684
HUANUCO;AMBO;SAN RAFAEL;-10.3289356316;-76.1263363825
JUNIN;SATIPO;RIO TAMBO;-11.5310047922;-73.8144352005
JUNIN;JUNIN;CARHUAMAYO;-10.9139336057;-76.0209879899
ANCASH;RECUAY;CATAC;-9.91121226279;-77.3170577443
ANCASH;RECUAY;HUAYLLAPAMPA;-10.057731768;-77.5146889874
ANCASH;RECUAY;MARCA;-10.0742219043;-77.4543415835
ANCASH;RECUAY;PARARIN;-10.1192145951;-77.6538170808
ANCASH;RECUAY;TAPACOCHA;-10.002753297;-77.5398865055
ANCASH;YUNGAY;MANCOS;-9.19229939585;-77.6501348105
ANCASH;YUNGAY;YANAMA;-9.02411579051;-77.4980546167
ANCASH;HUAYLAS;HUAYLAS;-8.88969265855;-77.894017856
ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;-8.86212101355;-77.3532342195
ANCASH;MARISCAL LUZURIAGA;FIDEL OLIVAS ESCUDERO;-8.78492107618;-77.2772026442
ANCASH;MARISCAL LUZURIAGA;MUSGA;-8.89303282696;-77.3245637447
ANCASH;PALLASCA;CABANA;-8.40387561892;-77.9593181029
ANCASH;CASMA;COMANDANTE NOEL;-9.51012063808;-78.3552405508
ANCASH;HUARI;CAJAY;-9.25703054376;-77.1314092793
ANCASH;OCROS;CAJAMARQUILLA;-10.3209141046;-77.2400390326
ANCASH;OCROS;CARHUAPAMPA;-10.5034721129;-77.2248288774
ANCASH;OCROS;LLIPA;-10.379112496;-77.2144459086
ANCASH;OCROS;SAN CRISTOBAL DE RAJAN;-10.4156641512;-77.2284331619
ANCASH;SANTA;CHIMBOTE;-8.87759672674;-78.4011158452
ANCASH;SIHUAS;ALFONSO UGARTE;-8.46775626173;-77.4435212671
LIMA;HUAURA;PACCHO;-10.9658662782;-76.9718375706
LIMA;HUAURA;SAYAN;-11.1458636307;-77.2338038419
LIMA;HUAURA;VEGUETA;-10.9501922865;-77.6041162885
LIMA;OYON;OYON;-10.66939884;-76.7577218794
LIMA;OYON;PACHANGARA;-10.837864359;-76.7975538678
